"id","epocs", "MiniBatch_Id","test_matches","test_cases", "lambda_Reg_", "Cost","Cost_Function_Name","Learning Rate","Total Samples"
12,30,100,72.00,100,2.5,3.93031639359545,"Cross Entropy",0.01,1000
13,30,100,73.00,100,2.5,4.90823781659237,"Cross Entropy",0.01,1000
14,30,100,77.00,100,2.5,3.93215393272171,"Cross Entropy",0.01,1000
15,30,100,78.00,100,2.5,4.07507441860545,"Cross Entropy",0.01,1000
16,30,100,72.00,100,2.5,3.81327537310286,"Cross Entropy",0.01,1000
17,30,100,76.00,100,2.5,3.56863839756387,"Cross Entropy",0.01,1000
18,30,100,77.00,100,2.5,4.45777271850286,"Cross Entropy",0.01,1000
19,30,100,79.00,100,2.5,3.19885912139148,"Cross Entropy",0.01,1000
20,30,100,81.00,100,2.5,3.82903132973849,"Cross Entropy",0.01,1000
21,30,100,74.00,100,2.5,4.88318409674269,"Cross Entropy",0.01,1000
22,30,100,73.00,100,2.5,3.82414212614409,"Cross Entropy",0.01,1000
23,30,100,75.00,100,2.5,3.92653590833011,"Cross Entropy",0.01,1000
24,30,100,79.00,100,2.5,3.80519571455079,"Cross Entropy",0.01,1000
25,30,100,81.00,100,2.5,4.99389041744051,"Cross Entropy",0.01,1000
26,30,100,82.00,100,2.5,4.39656798285607,"Cross Entropy",0.01,1000
27,30,100,83.00,100,2.5,5.50324588123426,"Cross Entropy",0.01,1000
28,30,100,82.00,100,2.5,4.22494696234701,"Cross Entropy",0.01,1000
29,30,100,81.00,100,2.5,4.71435539601957,"Cross Entropy",0.01,1000
"id","epocs", "MiniBatch_Id","test_matches","test_cases", "lambda_Reg_", "Cost","Cost_Function_Name","Learning Rate","Total Samples"
0,60,100,50.00,100,2.5,4.39971641590232,"Cross Entropy",0.01,2000
1,60,100,57.00,100,2.5,4.29867486889934,"Cross Entropy",0.01,2000
2,60,100,67.00,100,2.5,3.75785532486225,"Cross Entropy",0.01,2000
3,60,100,68.00,100,2.5,4.25067004054074,"Cross Entropy",0.01,2000
4,60,100,74.00,100,2.5,4.24043733068115,"Cross Entropy",0.01,2000
5,60,100,74.00,100,2.5,4.90305511045785,"Cross Entropy",0.01,2000
6,60,100,72.00,100,2.5,4.73877846645333,"Cross Entropy",0.01,2000
7,60,100,77.00,100,2.5,4.41000777672773,"Cross Entropy",0.01,2000
8,60,100,72.00,100,2.5,5.93302280420407,"Cross Entropy",0.01,2000
9,60,100,76.00,100,2.5,5.54863598989298,"Cross Entropy",0.01,2000
10,60,100,77.00,100,2.5,5.79784914260497,"Cross Entropy",0.01,2000
11,60,100,76.00,100,2.5,4.26955842370153,"Cross Entropy",0.01,2000
12,60,100,80.00,100,2.5,5.46444085158495,"Cross Entropy",0.01,2000
13,60,100,82.00,100,2.5,5.46626154498478,"Cross Entropy",0.01,2000
14,60,100,83.00,100,2.5,5.22144976417465,"Cross Entropy",0.01,2000
15,60,100,82.00,100,2.5,7.75976957619968,"Cross Entropy",0.01,2000
16,60,100,83.00,100,2.5,5.90662648783532,"Cross Entropy",0.01,2000
17,60,100,86.00,100,2.5,5.03599667521371,"Cross Entropy",0.01,2000
18,60,100,85.00,100,2.5,4.89076025372715,"Cross Entropy",0.01,2000
19,60,100,83.00,100,2.5,6.20735882620286,"Cross Entropy",0.01,2000
20,60,100,83.00,100,2.5,6.73610740303719,"Cross Entropy",0.01,2000
21,60,100,85.00,100,2.5,5.70617218470625,"Cross Entropy",0.01,2000
22,60,100,83.00,100,2.5,6.1857511977773,"Cross Entropy",0.01,2000
23,60,100,82.00,100,2.5,6.18282233285584,"Cross Entropy",0.01,2000
24,60,100,86.00,100,2.5,5.12685869790952,"Cross Entropy",0.01,2000
25,60,100,84.00,100,2.5,6.26780218951024,"Cross Entropy",0.01,2000
26,60,100,84.00,100,2.5,5.88531385631681,"Cross Entropy",0.01,2000
27,60,100,82.00,100,2.5,5.7212066824411,"Cross Entropy",0.01,2000
28,60,100,84.00,100,2.5,3.97989228473088,"Cross Entropy",0.01,2000
29,60,100,85.00,100,2.5,5.86063698392603,"Cross Entropy",0.01,2000
30,60,100,86.00,100,2.5,5.98619780225283,"Cross Entropy",0.01,2000
31,60,100,87.00,100,2.5,6.71270605791869,"Cross Entropy",0.01,2000
32,60,100,91.00,100,2.5,7.16233731757334,"Cross Entropy",0.01,2000
33,60,100,87.00,100,2.5,4.83760137110326,"Cross Entropy",0.01,2000
34,60,100,84.00,100,2.5,5.95448005745041,"Cross Entropy",0.01,2000
35,60,100,86.00,100,2.5,9.9883580255815,"Cross Entropy",0.01,2000
36,60,100,87.00,100,2.5,7.6664806531146,"Cross Entropy",0.01,2000
37,60,100,86.00,100,2.5,5.90455851549859,"Cross Entropy",0.01,2000
38,60,100,88.00,100,2.5,6.39961021327381,"Cross Entropy",0.01,2000
39,60,100,87.00,100,2.5,7.02371794787089,"Cross Entropy",0.01,2000
40,60,100,83.00,100,2.5,7.2910957875773,"Cross Entropy",0.01,2000
41,60,100,89.00,100,2.5,5.84925589951953,"Cross Entropy",0.01,2000
42,60,100,83.00,100,2.5,4.63812246831827,"Cross Entropy",0.01,2000
43,60,100,85.00,100,2.5,5.23759543699771,"Cross Entropy",0.01,2000
44,60,100,89.00,100,2.5,7.45588495193301,"Cross Entropy",0.01,2000
45,60,100,90.00,100,2.5,7.84051892823039,"Cross Entropy",0.01,2000
46,60,100,92.00,100,2.5,7.40975889515636,"Cross Entropy",0.01,2000
47,60,100,90.00,100,2.5,9.34740163933175,"Cross Entropy",0.01,2000
48,60,100,87.00,100,2.5,7.22495917039968,"Cross Entropy",0.01,2000
49,60,100,90.00,100,2.5,6.17008904114841,"Cross Entropy",0.01,2000
50,60,100,87.00,100,2.5,4.88342275972998,"Cross Entropy",0.01,2000
51,60,100,90.00,100,2.5,5.75392367570334,"Cross Entropy",0.01,2000
52,60,100,85.00,100,2.5,5.22293998983887,"Cross Entropy",0.01,2000
53,60,100,89.00,100,2.5,7.45332896023571,"Cross Entropy",0.01,2000
54,60,100,87.00,100,2.5,6.54379814847875,"Cross Entropy",0.01,2000
55,60,100,85.00,100,2.5,8.52888784469171,"Cross Entropy",0.01,2000
56,60,100,87.00,100,2.5,5.73720647689335,"Cross Entropy",0.01,2000
57,60,100,88.00,100,2.5,5.27516125444369,"Cross Entropy",0.01,2000
58,60,100,90.00,100,2.5,6.43335304572667,"Cross Entropy",0.01,2000
59,60,100,91.00,100,2.5,5.52875137337172,"Cross Entropy",0.01,2000
"id","epocs", "MiniBatch_Id","test_matches","test_cases", "lambda_Reg_", "Cost","Cost_Function_Name","Learning Rate","Total Samples"
0,90,1000,77.00,100,3.5,5.21873408306934,"Cross Entropy",0.01,20000
1,90,1000,88.00,100,3.5,4.44902212348119,"Cross Entropy",0.01,20000
2,90,1000,85.00,100,3.5,6.42366297853726,"Cross Entropy",0.01,20000
3,90,1000,89.00,100,3.5,7.49493775638372,"Cross Entropy",0.01,20000
4,90,1000,90.00,100,3.5,10.3246458880391,"Cross Entropy",0.01,20000
5,90,1000,91.00,100,3.5,5.8549596216524,"Cross Entropy",0.01,20000
6,90,1000,92.00,100,3.5,5.62655104892875,"Cross Entropy",0.01,20000
7,90,1000,93.00,100,3.5,6.01738818467078,"Cross Entropy",0.01,20000
8,90,1000,89.00,100,3.5,6.76869331754179,"Cross Entropy",0.01,20000
9,90,1000,95.00,100,3.5,7.55378021993256,"Cross Entropy",0.01,20000
10,90,1000,91.00,100,3.5,8.04837323306324,"Cross Entropy",0.01,20000
11,90,1000,96.00,100,3.5,8.32899339735249,"Cross Entropy",0.01,20000
12,90,1000,94.00,100,3.5,7.16559585823019,"Cross Entropy",0.01,20000
13,90,1000,92.00,100,3.5,7.432199304601,"Cross Entropy",0.01,20000
14,90,1000,94.00,100,3.5,7.17610343002387,"Cross Entropy",0.01,20000
15,90,1000,93.00,100,3.5,7.32641424321876,"Cross Entropy",0.01,20000
16,90,1000,96.00,100,3.5,8.6698061513492,"Cross Entropy",0.01,20000
17,90,1000,95.00,100,3.5,7.10259028344075,"Cross Entropy",0.01,20000
18,90,1000,94.00,100,3.5,11.8434433671411,"Cross Entropy",0.01,20000
19,90,1000,95.00,100,3.5,8.37038283095516,"Cross Entropy",0.01,20000
20,90,1000,94.00,100,3.5,7.6895364627317,"Cross Entropy",0.01,20000
21,90,1000,92.00,100,3.5,8.72362313263031,"Cross Entropy",0.01,20000
22,90,1000,98.00,100,3.5,9.16654882870006,"Cross Entropy",0.01,20000
23,90,1000,97.00,100,3.5,8.27325467202746,"Cross Entropy",0.01,20000
24,90,1000,96.00,100,3.5,10.2030816107901,"Cross Entropy",0.01,20000
25,90,1000,96.00,100,3.5,8.65903520723916,"Cross Entropy",0.01,20000
26,90,1000,98.00,100,3.5,7.40413110823199,"Cross Entropy",0.01,20000
27,90,1000,95.00,100,3.5,8.17200654469672,"Cross Entropy",0.01,20000
28,90,1000,97.00,100,3.5,8.94977030994253,"Cross Entropy",0.01,20000
29,90,1000,98.00,100,3.5,7.85059236980913,"Cross Entropy",0.01,20000
30,90,1000,95.00,100,3.5,5.58561496216411,"Cross Entropy",0.01,20000
31,90,1000,96.00,100,3.5,10.7532481680768,"Cross Entropy",0.01,20000
32,90,1000,96.00,100,3.5,8.85223950869597,"Cross Entropy",0.01,20000
33,90,1000,95.00,100,3.5,6.90495001104182,"Cross Entropy",0.01,20000
34,90,1000,97.00,100,3.5,11.0893291732389,"Cross Entropy",0.01,20000
35,90,1000,98.00,100,3.5,10.5132555862219,"Cross Entropy",0.01,20000
36,90,1000,98.00,100,3.5,13.2091825630073,"Cross Entropy",0.01,20000
37,90,1000,98.00,100,3.5,12.5922126611321,"Cross Entropy",0.01,20000
38,90,1000,92.00,100,3.5,11.3679934756439,"Cross Entropy",0.01,20000
39,90,1000,94.00,100,3.5,6.21922804708369,"Cross Entropy",0.01,20000
40,90,1000,98.00,100,3.5,8.22407412319041,"Cross Entropy",0.01,20000
41,90,1000,98.00,100,3.5,8.79025746893608,"Cross Entropy",0.01,20000
42,90,1000,98.00,100,3.5,7.56689004504718,"Cross Entropy",0.01,20000
43,90,1000,96.00,100,3.5,5.11374675721723,"Cross Entropy",0.01,20000
44,90,1000,97.00,100,3.5,9.33614190909733,"Cross Entropy",0.01,20000
45,90,1000,96.00,100,3.5,7.80820908308915,"Cross Entropy",0.01,20000
46,90,1000,93.00,100,3.5,10.1071620084129,"Cross Entropy",0.01,20000
47,90,1000,94.00,100,3.5,9.46040487932977,"Cross Entropy",0.01,20000
48,90,1000,95.00,100,3.5,6.33111806868332,"Cross Entropy",0.01,20000
49,90,1000,97.00,100,3.5,13.1480925213012,"Cross Entropy",0.01,20000
50,90,1000,96.00,100,3.5,6.84583120699365,"Cross Entropy",0.01,20000
51,90,1000,98.00,100,3.5,6.65013841325386,"Cross Entropy",0.01,20000
52,90,1000,96.00,100,3.5,9.1160997770216,"Cross Entropy",0.01,20000
53,90,1000,97.00,100,3.5,13.6617289654973,"Cross Entropy",0.01,20000
54,90,1000,98.00,100,3.5,9.16543231912104,"Cross Entropy",0.01,20000
55,90,1000,98.00,100,3.5,8.12116233793875,"Cross Entropy",0.01,20000
56,90,1000,95.00,100,3.5,10.2193947884786,"Cross Entropy",0.01,20000
57,90,1000,96.00,100,3.5,11.8046863596184,"Cross Entropy",0.01,20000
58,90,1000,97.00,100,3.5,9.33164246362861,"Cross Entropy",0.01,20000
59,90,1000,96.00,100,3.5,10.4331669687187,"Cross Entropy",0.01,20000
60,90,1000,98.00,100,3.5,6.60927826580224,"Cross Entropy",0.01,20000
61,90,1000,97.00,100,3.5,9.56350688759899,"Cross Entropy",0.01,20000
62,90,1000,97.00,100,3.5,10.2917417964067,"Cross Entropy",0.01,20000
63,90,1000,96.00,100,3.5,12.0988614136235,"Cross Entropy",0.01,20000
64,90,1000,96.00,100,3.5,6.19274349128932,"Cross Entropy",0.01,20000
65,90,1000,98.00,100,3.5,12.4950858673683,"Cross Entropy",0.01,20000
66,90,1000,98.00,100,3.5,10.1181968754759,"Cross Entropy",0.01,20000
67,90,1000,99.00,100,3.5,10.6629913661766,"Cross Entropy",0.01,20000
68,90,1000,97.00,100,3.5,7.74182180194715,"Cross Entropy",0.01,20000
69,90,1000,97.00,100,3.5,8.18290113724919,"Cross Entropy",0.01,20000
70,90,1000,97.00,100,3.5,7.09704258478297,"Cross Entropy",0.01,20000
71,90,1000,97.00,100,3.5,8.63551097482952,"Cross Entropy",0.01,20000
72,90,1000,98.00,100,3.5,9.00710474383308,"Cross Entropy",0.01,20000
73,90,1000,99.00,100,3.5,10.3645644724867,"Cross Entropy",0.01,20000
74,90,1000,98.00,100,3.5,13.1360368518323,"Cross Entropy",0.01,20000
75,90,1000,96.00,100,3.5,8.37717676892153,"Cross Entropy",0.01,20000
76,90,1000,96.00,100,3.5,10.4710394329381,"Cross Entropy",0.01,20000
77,90,1000,97.00,100,3.5,7.91448330731303,"Cross Entropy",0.01,20000
78,90,1000,95.00,100,3.5,9.60318583009084,"Cross Entropy",0.01,20000
79,90,1000,100.00,100,3.5,8.02347320348212,"Cross Entropy",0.01,20000
80,90,1000,98.00,100,3.5,10.9699512043193,"Cross Entropy",0.01,20000
81,90,1000,98.00,100,3.5,8.91750056925064,"Cross Entropy",0.01,20000
82,90,1000,98.00,100,3.5,9.54786291552581,"Cross Entropy",0.01,20000
83,90,1000,98.00,100,3.5,10.3273137970859,"Cross Entropy",0.01,20000
84,90,1000,98.00,100,3.5,7.34660547584514,"Cross Entropy",0.01,20000
85,90,1000,97.00,100,3.5,12.0688528948942,"Cross Entropy",0.01,20000
86,90,1000,98.00,100,3.5,11.3249179504068,"Cross Entropy",0.01,20000
87,90,1000,98.00,100,3.5,11.6122068775701,"Cross Entropy",0.01,20000
88,90,1000,95.00,100,3.5,8.25826291923793,"Cross Entropy",0.01,20000
89,90,1000,97.00,100,3.5,9.2905270914105,"Cross Entropy",0.01,20000
