Iteracion, error
310, 0.250148399726419
311, 0.249707259577023
312, 0.249787805036062
313, 0.25025962356187
314, 0.250287778422273
315, 0.250332149568846
316, 0.250261514622254
317, 0.249597443763356
318, 0.249843220030339
319, 0.250064970396114
320, 0.249304036937601
321, 0.249101778731747
322, 0.249472931783807
323, 0.249272009462145
324, 0.250388721138157
325, 0.250193998578241
326, 0.250698202617097
327, 0.250933553286242
328, 0.250787808481925
329, 0.249917948892095
330, 0.249287610948499
331, 0.249866602271874
332, 0.250035748188134
333, 0.249945451179683
334, 0.249671534912715
335, 0.249710115272439
336, 0.250950064251908
337, 0.249657250006621
338, 0.25082444581354
339, 0.249735561504053
340, 0.249637479537859
341, 0.249247092549986
342, 0.250425942957597
343, 0.249844447621741
344, 0.249121771668896
345, 0.249502934163866
346, 0.250546185216034
347, 0.249920199019301
348, 0.250308634873884
349, 0.250554681369417
350, 0.250821137812722
351, 0.250027082918006
352, 0.250380307969168
353, 0.250036360864778
354, 0.250242710973653
355, 0.250572053287496
356, 0.250653143600662
357, 0.249981514655673
358, 0.24983886100918
359, 0.249738150069506
360, 0.25105251320105
361, 0.250290678668096
362, 0.250011100415874
363, 0.250365530786621
364, 0.249506143088512
365, 0.249594463036704
366, 0.249758874290919
367, 0.249748081295277
368, 0.250260325642052
369, 0.249782316997323
370, 0.250939185618014
371, 0.25038101844525
372, 0.250263231044162
373, 0.249292648535113
374, 0.250750434944533
375, 0.250586534696922
376, 0.250151949166264
377, 0.250470893638975
378, 0.250614830699979
379, 0.249899675623528
380, 0.250594569061041
381, 0.250134081657226
382, 0.249733176727573
383, 0.24963577511423
384, 0.250277261172038
385, 0.249529516461432
386, 0.249215418698702
387, 0.249644986626516
388, 0.250827104535171
389, 0.251293584681689
390, 0.250259415054897
391, 0.250874599210359
392, 0.249724415109228
393, 0.250607142526365
394, 0.250268432598793
395, 0.249605876339529
396, 0.249841188078816
397, 0.250947304273991
398, 0.250860939971527
399, 0.250858164946266
400, 0.250166267487447
401, 0.250148454188712
402, 0.250803934421982
403, 0.250507050242724
404, 0.250115248924256
405, 0.251029123085398
406, 0.250849313133182
407, 0.250389751509855
408, 0.250446927217355
409, 0.250341421271859
410, 0.250898073859749
411, 0.250241309101007
412, 0.250670856437351
413, 0.250109130713653
414, 0.250321331355754
415, 0.249144226775121
416, 0.249772255681652
417, 0.249598726384372
418, 0.250421655095498
419, 0.25045253348526
420, 0.250003362637657
421, 0.250151718768374
422, 0.250282896286488
423, 0.25052244518988
424, 0.249913776779145
425, 0.249924961170968
426, 0.250574115827031
427, 0.249956223121151
428, 0.249421724337251
429, 0.249492065719476
430, 0.250343757289553
431, 0.249660026243852
432, 0.249505803214588
433, 0.249938318890535
434, 0.250345379877581
435, 0.250729988490541
436, 0.250692800420229
437, 0.250803330244004
438, 0.25041800127581
439, 0.250040017513666
440, 0.249662312148742
441, 0.249769985394985
442, 0.250120584345535
443, 0.25021537147622
444, 0.250086894287039
445, 0.250230388558959
446, 0.250699820443201
447, 0.249977885254998
448, 0.250639521337044
449, 0.25089930780615
450, 0.249898134905293
451, 0.250281812463876
452, 0.249278977073192
453, 0.249823451729591
454, 0.250517572106171
455, 0.249858063757014
456, 0.250635426765645
457, 0.250171128065648
458, 0.249805882560603
459, 0.250197964827355
460, 0.249795226640375
461, 0.250423564043826
462, 0.25035701515518
463, 0.250038113445777
464, 0.250328788258082
465, 0.251005092182511
466, 0.250132400042402
467, 0.249974132798617
468, 0.250593206014392
469, 0.250160350944736
470, 0.249845249401909
471, 0.249876043691019
472, 0.250085319844104
473, 0.250277341364539
474, 0.249892297654719
475, 0.24959171971605
476, 0.250334142225047
477, 0.250846620758402
478, 0.250290803505407
479, 0.250554918472528
480, 0.250027656183866
481, 0.250565362148206
482, 0.250464297801873
483, 0.249884295065443
484, 0.251248615321019
485, 0.250093736483402
486, 0.249831830875413
487, 0.250645878149628
488, 0.250199890281541
489, 0.250593419869735
490, 0.250949446037441
491, 0.250851516331473
492, 0.250794753622065
493, 0.250695869390941
494, 0.2501603921163
495, 0.250613225133676
496, 0.249975900871995
497, 0.250309821373946
498, 0.25061487774509
499, 0.250131328907499
500, 0.250076530791104
501, 0.250341740798606
502, 0.250076402525666
503, 0.250074114007528
504, 0.249805554830142
505, 0.249050791240887
506, 0.249619201451693
507, 0.249171451109764
508, 0.250136927348006
509, 0.249997689561822
510, 0.250073986127342
511, 0.249839746977231
512, 0.250269654528024
513, 0.249744895844732
514, 0.249276406150332
515, 0.250027604900207
516, 0.249483890902375
517, 0.249383537583891
518, 0.25003894224472
519, 0.250552937870726
520, 0.250399428408485
521, 0.250052160596066
522, 0.250328572906318
523, 0.250067068626543
524, 0.249399270596655
525, 0.250898048564651
526, 0.250265772677685
527, 0.249837599623139
528, 0.250854945967902
529, 0.250460073337776
530, 0.250170698568125
531, 0.249514029021719
532, 0.249942735143137
533, 0.250238806083903
534, 0.250355194202569
535, 0.250492043420746
536, 0.251039942539972
537, 0.251160159386128
538, 0.250508103047822
539, 0.250262156458367
540, 0.250624410240582
541, 0.249497332454706
542, 0.249366188328761
543, 0.249845358071119
544, 0.249384690484434
545, 0.250956762101148
546, 0.24952651985769
547, 0.249321924497433
548, 0.250072106762048
549, 0.25075983360541
550, 0.250894484993595
551, 0.250596631474686
552, 0.250146019049882
553, 0.249458570927094
554, 0.249742513490795
555, 0.249877352200469
556, 0.249647526903181
557, 0.249791714564743
558, 0.249925575022024
559, 0.249925684756981
560, 0.249044974404735
561, 0.250065596017055
562, 0.249044740649376
563, 0.249451664976167
564, 0.250106410405017
565, 0.250870526271068
566, 0.250802380937507
567, 0.25030958311634
568, 0.25063318569971
569, 0.250789240487029
570, 0.250180672356674
571, 0.249820053025389
572, 0.249257444693809
573, 0.249393240846182
574, 0.249549151088911
575, 0.249493892188477
576, 0.24968703911779
577, 0.249778830652992
578, 0.250099937998042
579, 0.249868728526334
580, 0.249999132439459
581, 0.249144346073206
582, 0.24914350235084
583, 0.249868683154357
584, 0.250511780687319
585, 0.250667804129505
586, 0.250630460294156
587, 0.250336365122694
588, 0.249974831158844
589, 0.249862817612344
590, 0.249921944236165
591, 0.250322104921694
592, 0.250302148244255
593, 0.25055121549356
594, 0.250499193757832
595, 0.250392521692897
596, 0.250563038265621
597, 0.2507862039756
598, 0.250225555594558
599, 0.250316401771371
600, 0.250741088549013
601, 0.250570891287656
602, 0.250260927026469
603, 0.250129069619951
604, 0.25003566165738
605, 0.249737056133697
606, 0.249222702185592
607, 0.24976175971084
608, 0.25026715256621
609, 0.249456011415363
610, 0.249633256439286
611, 0.2497290035962
612, 0.249530877736545
613, 0.250055426500603
614, 0.250463149349332
615, 0.250175598248187
616, 0.249796604279034
617, 0.249803918220125
618, 0.250187433256703
619, 0.250006895836157
620, 0.250212088279619
621, 0.24933965163009
622, 0.250144957100284
623, 0.251016626923598
624, 0.249914368414876
625, 0.249811377088784
626, 0.250703729761261
627, 0.249299080217622
628, 0.249834197483508
629, 0.250764027690285
630, 0.24937587379132
631, 0.249812611768592
632, 0.249980497902413
633, 0.250536598813532
634, 0.250740902487056
635, 0.250987530578708
636, 0.250309801505496
637, 0.249528303293887
638, 0.250481189715251
639, 0.249313517726134
640, 0.250695101747623
641, 0.250218065418289
642, 0.249764621012421
643, 0.250070847460537
644, 0.250384584774097
645, 0.250179230854513
646, 0.249512523641031
647, 0.249495077577734
648, 0.249639014044452
649, 0.249847150170761
650, 0.249945899245277
651, 0.2499460135323
652, 0.25051436903335
653, 0.25031886537448
654, 0.250987126052793
655, 0.250943310290568
656, 0.25033655860622
657, 0.249930941942069
658, 0.249655588671337
659, 0.249763355879131
660, 0.249660843237388
661, 0.250350262772452
662, 0.250583978548483
663, 0.250358639629287
664, 0.250470126155847
665, 0.250232767868373
666, 0.250166871500261
667, 0.250979063630332
668, 0.25122221489693
669, 0.250844365181172
670, 0.250478294221416
671, 0.251396795410822
672, 0.250463137559865
673, 0.250161366033097
674, 0.249971059514131
675, 0.249808136427541
676, 0.250215676505907
677, 0.250157609867252
678, 0.250475696976891
679, 0.249927605429399
680, 0.249783285738957
681, 0.250897523227523
682, 0.250731461355865
683, 0.250299545964111
684, 0.24988369284069
685, 0.249004802884192
686, 0.250248406443033
687, 0.250098411585135
688, 0.249447677945005
689, 0.250247751872576
690, 0.250058772155775
691, 0.249294071769083
692, 0.249812105865931
693, 0.250284876392339
694, 0.250328407116338
695, 0.250711911950658
696, 0.250998008377169
697, 0.250858410063424
698, 0.250544440183054
699, 0.25001995135994
700, 0.249630214929683
701, 0.249540861846734
702, 0.249618129673436
703, 0.249519783624083
704, 0.250547528654686
705, 0.250325353669138
706, 0.250220260861465
707, 0.249724688704079
708, 0.250617343554822
709, 0.250447951084237
710, 0.249857924528868
711, 0.249162048575719
712, 0.24961968511587
713, 0.249731211827388
714, 0.250197946149928
715, 0.250019165218094
716, 0.249516190333178
717, 0.25001522870806
718, 0.250063954206258
719, 0.250170714228065
720, 0.250915265355923
721, 0.250696092050341
722, 0.2498389324634
723, 0.249657857876844
724, 0.249390434993043
725, 0.249815542281785
726, 0.249431583980854
727, 0.249640255274966
728, 0.24996111391136
729, 0.249892103558261
730, 0.249711306137915
731, 0.249736479570484
732, 0.249673335003246
733, 0.250000224673221
734, 0.250101743972826
735, 0.249199660662745
736, 0.249740936772612
737, 0.249556802539789
738, 0.249810620441856
739, 0.250234111266998
740, 0.249444431045947
741, 0.249806077427568
742, 0.249510491096118
743, 0.250347925800665
744, 0.250572871941553
745, 0.250209269830309
746, 0.250009252841427
747, 0.249801770233706
748, 0.250041449487671
749, 0.250574225874497
750, 0.250627187494479
751, 0.250645220912319
752, 0.250996843178984
753, 0.249931992618985
754, 0.249799418193313
755, 0.251021923231642
756, 0.250883009861781
757, 0.25035093775319
758, 0.250398519086844
759, 0.249871811728628
760, 0.249872070062277
761, 0.251072677912863
762, 0.250844241950827
763, 0.250126280040804
764, 0.250977628441541
765, 0.250951835932978
766, 0.250885485958169
767, 0.250523765126743
768, 0.250449189214091
769, 0.249673594259066
770, 0.250492085123031
771, 0.250386439636722
772, 0.250163759580269
773, 0.249551607041323
774, 0.250876889854008
775, 0.250359315410288
776, 0.250172259203086
777, 0.24999685033403
778, 0.250255828284865
779, 0.250589683469422
780, 0.250079287421798
781, 0.249754223556444
782, 0.250286646314839
783, 0.249961801492994
784, 0.249930843747384
785, 0.250140454419206
786, 0.250013067289254
787, 0.249864112678838
788, 0.249911576571237
789, 0.250002184250438
790, 0.250565987653742
791, 0.25052922302803
792, 0.250930980883302
793, 0.24993166262281
794, 0.250685598371509
795, 0.250344281088964
796, 0.250330890050853
797, 0.249549316516616
798, 0.249527299830949
799, 0.249104073816922
800, 0.249991078085393
801, 0.249971160741718
802, 0.249440238989962
803, 0.249646010949302
804, 0.250565228036623
805, 0.250711105013394
806, 0.250889043915354
807, 0.25084241651395
808, 0.249970372112966
809, 0.250492460547259
810, 0.24957004822201
811, 0.250261091175726
812, 0.2494787965731
813, 0.249498934660666
814, 0.249831285771015
815, 0.249976202480531
816, 0.249247161510705
817, 0.249248530394763
818, 0.249679710388177
819, 0.250632167650226
820, 0.250203186094833
821, 0.250267782388662
822, 0.250555124952872
823, 0.249918707089346
824, 0.249720684164674
825, 0.249820911622201
826, 0.24979646860773
827, 0.250012457946671
828, 0.24973230069442
829, 0.251105107610946
830, 0.250185011444558
831, 0.250481125969574
832, 0.249829894603577
833, 0.249739594687574
834, 0.250629945745386
835, 0.249978004052322
836, 0.250621863944268
837, 0.249585299677649
838, 0.249990230854587
839, 0.250305711116126
840, 0.250210965281975
841, 0.250316876613941
842, 0.250320548893097
843, 0.250038544487719
844, 0.249244268836021
845, 0.249178538606397
846, 0.249867327444097
847, 0.25067567216425
848, 0.250261595313848
849, 0.249189305884835
850, 0.250205352041085
851, 0.250235649516919
852, 0.250190179309734
853, 0.251003919111058
854, 0.250373716867412
855, 0.250682640317588
856, 0.250689729018815
857, 0.250675726663195
858, 0.250052491303813
859, 0.250585333833224
860, 0.250612835656201
861, 0.249500511502746
862, 0.250262669986881
863, 0.250432610182557
864, 0.249752438175744
865, 0.249511169657813
866, 0.249669016043057
867, 0.249827854490321
868, 0.248970510709742
869, 0.249289554707764
870, 0.249040595152313
871, 0.250383487890037
872, 0.249804209666962
873, 0.250004467316326
874, 0.250101664049699
875, 0.249643242964638
876, 0.249682801196172
877, 0.249358465097303
878, 0.249934868302232
879, 0.250474802675224
880, 0.250080136832761
881, 0.250726460178103
882, 0.249895572791097
883, 0.249659794247762
884, 0.2498441743176
885, 0.249777689463974
886, 0.249672897351106
887, 0.250042916558334
888, 0.25057742390812
889, 0.250037117953832
890, 0.251221592756446
891, 0.250621294310185
892, 0.250838834191464
893, 0.249811242908128
894, 0.249281756790449
895, 0.250055885860859
896, 0.249960261033632
897, 0.249548106802993
898, 0.249708625382828
899, 0.250010265770735
900, 0.250194908886994
901, 0.249924054752082
902, 0.249685503419085
903, 0.250002378228033
904, 0.250171069998842
905, 0.249668630652466
906, 0.25056553320183
907, 0.250566759530918
908, 0.250615260627964
909, 0.250610307290781
910, 0.249520907466076
911, 0.249300803649719
912, 0.250963638959928
913, 0.249944621881081
914, 0.250853499868891
915, 0.250206034270011
916, 0.250184698206075
917, 0.249420404696544
918, 0.250038631123498
919, 0.250206934765584
920, 0.249820931443804
921, 0.250102762120598
922, 0.249512270344449
923, 0.249537323520329
924, 0.250202749464886
925, 0.250122856329989
926, 0.249788716686854
927, 0.250470966772545
928, 0.250564154005763
929, 0.250375141755771
930, 0.250622392813815
931, 0.251104851730658
932, 0.250221170039264
933, 0.249978476066465
934, 0.249946609840936
935, 0.25069784554411
936, 0.250191614353902
937, 0.249750675135408
938, 0.249893239318845
939, 0.250773550196292
940, 0.250355889345561
941, 0.24927971247501
942, 0.249284246793266
943, 0.249360793904305
944, 0.249511614999219
945, 0.249293816954601
946, 0.25019111109628
947, 0.249886028391309
948, 0.25052974276936
949, 0.250338030766787
950, 0.250376645932687
951, 0.25065922676555
952, 0.249614974235032
953, 0.249839808323683
954, 0.250088987265732
955, 0.250743218410028
956, 0.250140537082009
957, 0.249843976545115
958, 0.249796019611623
959, 0.250153240856851
960, 0.249777703349408
961, 0.249391733917762
962, 0.249554755255144
963, 0.249862116997022
964, 0.250754831264352
965, 0.250051713435563
966, 0.250862468242235
967, 0.24997694469007
968, 0.250251490191647
969, 0.250107383420667
970, 0.249595103159066
971, 0.249719243808027
972, 0.249506976799426
973, 0.250136406777269
974, 0.249789664402892
975, 0.249032741699866
976, 0.249585013412005
977, 0.24967195870226
978, 0.249266636461551
979, 0.250212819684826
980, 0.250329720567141
981, 0.249675999730777
982, 0.249248344618837
983, 0.249526028153382
984, 0.249538345005013
985, 0.250093255069634
986, 0.250107911209586
987, 0.24995655100365
988, 0.249761849023039
989, 0.250346937217698
990, 0.250203363742069
991, 0.250185286993239
992, 0.250329673261052
993, 0.250441735892172
994, 0.251059369005353
995, 0.250724057790711
996, 0.250011755749211
997, 0.249678065531193
998, 0.249273602334242
999, 0.250109702622253
1000, 0.249720208399729
1001, 0.249968127832619
1002, 0.249321884648873
1003, 0.249594300328294
1004, 0.249947630336748
1005, 0.250231499011681
1006, 0.24920650177439
1007, 0.250286820472239
1008, 0.249990577915976
1009, 0.250237121483933
1010, 0.250085859466606
1011, 0.24965787326399
1012, 0.250038834838509
1013, 0.250211362602378
1014, 0.250456083532017
1015, 0.250053406446121
1016, 0.250365740147204
1017, 0.250199817700226
1018, 0.250417970757003
1019, 0.25018014209704
1020, 0.249522684304478
1021, 0.249496728428489
1022, 0.249839745703255
1023, 0.249984086941193
1024, 0.2497865893672
1025, 0.250977218591979
1026, 0.250741568619892
1027, 0.250649748346441
1028, 0.249609429076257
1029, 0.249397745155362
1030, 0.249662554919694
1031, 0.249730024671063
1032, 0.250990545265114
1033, 0.250703523922893
1034, 0.250715233336334
1035, 0.250569534564047
1036, 0.251185039414442
1037, 0.250827361926875
1038, 0.249850267427646
1039, 0.249925404995324
1040, 0.250146841031272
1041, 0.250304043852531
1042, 0.249648235577291
1043, 0.250149940223921
1044, 0.249669109389714
1045, 0.250038022087225
1046, 0.250451076876813
1047, 0.250707667765127
1048, 0.250327282350628
1049, 0.250433869620702
1050, 0.250073080027151
1051, 0.249653065070354
1052, 0.250474875709837
1053, 0.250148953441972
1054, 0.250980555245274
1055, 0.249986857808867
1056, 0.249736178889786
1057, 0.249203148038695
1058, 0.249672569252785
1059, 0.249020417732375
1060, 0.249867517527678
1061, 0.24966901437263
1062, 0.250070870914321
1063, 0.249490877090675
1064, 0.251358314442361
1065, 0.249926899659233
1066, 0.250452511130465
1067, 0.250475250534166
1068, 0.250058055748568
1069, 0.250232466256284
1070, 0.250435062580131
1072, 0.249232935196432
1073, 0.249831424934614
1074, 0.249809029521608
1075, 0.249926930379635
1076, 0.25042291974848
1077, 0.249860437551132
1078, 0.250294745809142
1079, 0.250476471427507
1080, 0.249663424779036
1081, 0.249432133724103
1082, 0.24984212859726
1083, 0.250752723468064
1084, 0.250017607009928
1085, 0.249123016557168
1086, 0.25008062877849
1087, 0.250035375281323
1088, 0.249280949682631
1089, 0.24937941494843
1090, 0.249364093796429
1091, 0.250473678904161
1092, 0.250827817716938
1093, 0.250058446814253
1094, 0.250543311703223
1095, 0.249904540294662
1096, 0.249775869870249
1097, 0.249888502480674
1098, 0.249786979935405
1099, 0.250144985654201
1100, 0.250093558771806
1101, 0.250794536939178
1102, 0.250570633822631
1103, 0.249783207529916
1104, 0.249112839338822
1105, 0.249555151669166
1106, 0.24978314728475
1107, 0.24911692666163
1108, 0.249661421636354
1109, 0.250327324309778
1110, 0.250207180315647
1111, 0.250750781949113
1112, 0.250005212353053
1113, 0.24993323049474
1114, 0.250585425100561
1115, 0.250247542991873
1116, 0.249780462456933
1117, 0.249601640469934
1118, 0.249830649034294
1119, 0.249930173592645
1120, 0.249928684981124
1121, 0.249886688787625
1122, 0.250720184847323
1123, 0.250689544497926
1124, 0.250829948209524
1125, 0.250042061417831
1126, 0.249371444216461
1127, 0.249683593364155
1128, 0.249683598533165
1129, 0.250324048947402
1130, 0.250742742043981
1131, 0.250725332143413
1132, 0.250892227352513
1133, 0.250661088085623
1134, 0.250422317802564
1135, 0.250702197160017
1136, 0.249975715724033
1137, 0.24961255910294
1138, 0.250682494992264
1139, 0.250488620245838
1140, 0.250465546439498
1141, 0.249849829878831
1142, 0.250286410093233
1143, 0.250372292667762
1144, 0.250649979098051
1145, 0.250120333651942
1146, 0.250058250051562
1147, 0.250109156946087
1148, 0.250354358991525
1149, 0.250351346812673
1150, 0.250843932332961
1151, 0.250358358543981
1152, 0.25007891408227
1153, 0.25005456823192
1154, 0.251088933820972
1155, 0.250454713371528
1156, 0.250356086292841
1157, 0.25060951012477
1158, 0.250462368910953
1159, 0.250846915379315
1160, 0.250591790541235
1161, 0.250317408082447
1162, 0.250461106534345
1163, 0.250047282989118
1164, 0.250737271700069
1165, 0.249017924046796
1166, 0.250502644445828
1167, 0.249473719044968
1168, 0.249601310540562
1169, 0.249842873244399
1170, 0.249993195897225
1171, 0.249817540578958
1172, 0.249410548068224
1173, 0.249499491677734
1174, 0.249711986754275
1175, 0.249293872173139
1176, 0.24994119626672
1177, 0.250047591758865
1178, 0.250315649192719
1179, 0.250946083127785
1180, 0.250008978701118
1181, 0.250540086047298
1182, 0.250414494296314
1183, 0.250175074583692
1184, 0.249400011375827
1185, 0.24939482880508
1186, 0.249259673306982
1187, 0.250060780112288
1188, 0.250279814142662
1189, 0.249953141217799
1190, 0.2499086285059
1191, 0.250612916130922
1192, 0.25056043192834
1193, 0.250283918593576
1194, 0.25095738839974
1195, 0.250863901826231
1196, 0.250654722470351
1197, 0.249398047553199
1198, 0.250212637169771
1199, 0.249290051186615
1200, 0.251105666299658
1201, 0.250169513278316
1202, 0.250102016180926
1203, 0.250418710506501
1204, 0.250746246625754
1205, 0.24941773057358
1206, 0.250081835764987
1207, 0.250813069553314
1208, 0.250636945549715
1209, 0.250920844720996
1210, 0.25054240780455
1211, 0.251127237011865
1212, 0.250566007145144
1213, 0.250584505420505
1214, 0.250074699524365
1215, 0.250129970141866
1216, 0.249032919697402
1217, 0.249198986613884
1218, 0.24975875972237
1219, 0.249368992494763
1220, 0.249772978839678
1221, 0.250296363538674
1222, 0.249563042094487
1223, 0.250954856592185
1224, 0.250554312376517
1225, 0.250049060898391
1226, 0.250246069365339
1227, 0.250132917534934
1228, 0.249631375408386
1229, 0.249513482587724
1230, 0.250246504184282
1231, 0.249197082958539
1232, 0.249775478304609
1233, 0.249989659917955
1234, 0.250056420701698
1235, 0.250699981783168
1236, 0.250700021140527
1237, 0.250897092317655
1238, 0.250621745968679
1239, 0.250165392959559
1240, 0.250007877733231
1241, 0.250190009889817
1242, 0.249885449668108
1243, 0.249864241147139
1244, 0.249782066032395
1245, 0.250164816973092
1246, 0.250496418792101
1247, 0.250179714724326
1248, 0.251074266464633
1249, 0.250189549446531
